,stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,value,unit,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner
3052,06:142,Schwefeldioxid,1659742200,15.0745,47.37555555555556,555.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),Amt der Steiermärkischen Landesregierung
3053,06:156,Schwefeldioxid,1659742200,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung
3054,06:164,Schwefeldioxid,1659742200,15.416603,47.055611,358.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",Amt der Steiermärkischen Landesregierung
3055,06:170,Schwefeldioxid,1659742200,15.43308,47.04172,345.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung
3056,06:179,Schwefeldioxid,1659742200,15.971852,47.28286,349.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",Amt der Steiermärkischen Landesregierung
3057,07:2110,Schwefeldioxid,1659742200,11.3923611,47.2626194,577.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,Amt der Tiroler Landesregierung
3058,07:2519,Schwefeldioxid,1659742200,11.8718028,47.4285528,519.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Brixlegg Innweg,"Innweg, nördöstlich Gebäude Innweg 16 a",Amt der Tiroler Landesregierung
3059,10:PIL1,Schwefeldioxid,1659742200,15.93595,48.7212,315.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt
3060,10:ZOE2,Schwefeldioxid,1659742200,14.44095,47.83828,899.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt
3061,01:0004,Schwefeldioxid,1659742200,16.32875,47.77907,254.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung
3062,04:S415,Schwefeldioxid,1659742200,14.2977778,48.323333,255.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung
3063,06:136,Schwefeldioxid,1659742200,15.351111111111,47.12027777778,375.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung
3064,06:180,Schwefeldioxid,1659742200,15.253333,47.409443,485.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung
3065,06:191,Schwefeldioxid,1659742200,15.3232,47.1357,382.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung
3066,01:0001,Schwefeldioxid,1659742200,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung
3067,01:0003,Schwefeldioxid,1659742200,17.0703159,48.1091532,136.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung
3068,04:S416,Schwefeldioxid,1659742200,14.31479,48.27329,265.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung
3069,04:S406,Schwefeldioxid,1659742200,14.0366,48.1649,316.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung
3070,04:S407,Schwefeldioxid,1659742200,13.6676111,48.0008965,420.0,EPSG:31287,1,HMW,6.0,µg/m³,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung
3071,06:135,Schwefeldioxid,1659742200,15.339166666666667,47.11305555555556,454.0,EPSG:31287,1,HMW,8.0,µg/m³,1,Straßengel Kirche,Straßengel Kirche,Amt der Steiermärkischen Landesregierung
3072,01:0003,Ozon,1659742200,17.0703159,48.1091532,136.0,EPSG:31287,1,HMW,32.0,µg/m³,NOCLASS,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung
3073,06:198,Ozon,1659742200,16.07905,47.04735,276.0,EPSG:31287,1,HMW,33.0,µg/m³,NOCLASS,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,Amt der Steiermärkischen Landesregierung
3074,07:2530,Ozon,1659742200,12.066633,47.4885583,508.0,EPSG:31287,1,HMW,41.0,µg/m³,NOCLASS,Wörgl Stelzhamerstraße,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,Amt der Tiroler Landesregierung
3075,06:194,Ozon,1659742200,15.673055555555557,47.60472222222222,679.0,EPSG:31287,1,HMW,46.0,µg/m³,NOCLASS,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",Amt der Steiermärkischen Landesregierung
3076,06:118,Ozon,1659742200,14.676666666666666,47.17833333333333,715.0,EPSG:31287,1,HMW,47.0,µg/m³,NOCLASS,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",Amt der Steiermärkischen Landesregierung
3077,06:170,Ozon,1659742200,15.43308,47.04172,345.0,EPSG:31287,1,HMW,47.0,µg/m³,NOCLASS,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung
3078,06:179,Ozon,1659742200,15.971852,47.28286,349.0,EPSG:31287,1,HMW,49.0,µg/m³,NOCLASS,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",Amt der Steiermärkischen Landesregierung
3079,01:0007,Ozon,1659742200,16.434389,47.749044,214.0,EPSG:31287,1,HMW,51.0,µg/m³,NOCLASS,Pöttelsdorf,Berggasse,Amt der Burgenländischen Landesregierung
3080,01:0002,Ozon,1659742200,16.207863,47.339926,344.0,EPSG:31287,1,HMW,54.0,µg/m³,NOCLASS,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",Amt der Burgenländischen Landesregierung
3081,06:107,Ozon,1659742200,15.15277777777778,47.04472222222222,390.0,EPSG:31287,1,HMW,55.0,µg/m³,NOCLASS,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung
3082,07:2106,Ozon,1659742200,11.4169445,47.27129,570.0,EPSG:31287,1,HMW,56.0,µg/m³,NOCLASS,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,Amt der Tiroler Landesregierung
3083,06:143,Ozon,1659742200,15.0889,47.3823,543.0,EPSG:31287,1,HMW,57.0,µg/m³,NOCLASS,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",Amt der Steiermärkischen Landesregierung
3084,10:ILL1,Ozon,1659742200,16.76639,47.77028,117.0,EPSG:31287,1,HMW,58.0,µg/m³,NOCLASS,Illmitz am Neusiedler See,Biologische Station Illmitz,Umweltbundesamt
3085,07:2547,Ozon,1659742200,12.1692472,47.5805278,526.0,EPSG:31287,1,HMW,59.0,µg/m³,NOCLASS,Kufstein Festung,Festung,Amt der Tiroler Landesregierung
3086,07:2538,Ozon,1659742200,11.90995,47.458717,602.0,EPSG:31287,1,HMW,60.0,µg/m³,NOCLASS,Kramsach Angerberg,"Voldöp, Angerberg",Amt der Tiroler Landesregierung
3087,07:2912,Ozon,1659742200,12.766025,46.8191111,681.0,EPSG:31287,1,HMW,60.0,µg/m³,NOCLASS,"Lienz Tristacher-See-Straße, Tiefbrunnen ","Tristacher-See-Straße, Tiefbrunnen",Amt der Tiroler Landesregierung
3088,07:2113,Ozon,1659742200,11.3746611,47.2699028,678.0,EPSG:31287,1,HMW,62.0,µg/m³,NOCLASS,Innsbruck Sadrach,Sadrach - Buttererbichl,Amt der Tiroler Landesregierung
3089,06:138,Ozon,1659742200,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,67.0,µg/m³,NOCLASS,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung
3090,06:195,Ozon,1659742200,15.212777777777776,46.81388888888888,365.0,EPSG:31287,1,HMW,68.0,µg/m³,NOCLASS,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",Amt der Steiermärkischen Landesregierung
3091,04:S125,Ozon,1659742200,13.632222222222223,47.71611111111111,460.0,EPSG:31287,1,HMW,74.0,µg/m³,NOCLASS,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),Amt der Oberösterreichischen Landesregierung
3092,06:178,Ozon,1659742200,15.628392,47.215703,459.0,EPSG:31287,1,HMW,74.0,µg/m³,NOCLASS,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung
3093,06:018,Ozon,1659742200,15.4375,47.075833333333335,450.0,EPSG:31287,1,HMW,77.0,µg/m³,NOCLASS,Graz Schloßberg,"Schlossberg, südlich vom Glockenturm",Amt der Steiermärkischen Landesregierung
3094,10:VOR1,Ozon,1659742200,12.972,46.6775,1010.0,EPSG:31287,1,HMW,78.0,µg/m³,NOCLASS,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",Umweltbundesamt
3095,06:151,Ozon,1659742200,15.495833333333332,46.87138888888889,449.0,EPSG:31287,1,HMW,88.0,µg/m³,NOCLASS,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",Amt der Steiermärkischen Landesregierung
3096,04:S184,Ozon,1659742200,14.297502777777778,48.30611944444444,260.0,EPSG:31287,1,HMW,89.0,µg/m³,NOCLASS,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",Amt der Oberösterreichischen Landesregierung
3097,06:177,Ozon,1659742200,14.244676,47.565439,649.0,EPSG:31287,1,HMW,91.0,µg/m³,NOCLASS,Liezen Pyhrnbach,Alte Gasse 12,Amt der Steiermärkischen Landesregierung
3098,01:0004,Ozon,1659742200,16.32875,47.77907,254.0,EPSG:31287,1,HMW,92.0,µg/m³,NOCLASS,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung
3099,04:S416,Ozon,1659742200,14.31479,48.27329,265.0,EPSG:31287,1,HMW,93.0,µg/m³,NOCLASS,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung
3100,07:2705,Ozon,1659742200,10.682283,47.469837,877.0,EPSG:31287,1,HMW,94.0,µg/m³,NOCLASS,Höfen Lärchbichl,Höfen Lärchbichlweg,Amt der Tiroler Landesregierung
3101,07:2710,Ozon,1659742200,10.7441167,47.4475972,985.0,EPSG:31287,1,HMW,99.0,µg/m³,NOCLASS,Heiterwang Ort L355,Ennet der Ach,Amt der Tiroler Landesregierung
3102,04:S108,Ozon,1659742200,14.574722222222,48.53111111,918.0,EPSG:31287,1,HMW,103.0,µg/m³,NOCLASS,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,Amt der Oberösterreichischen Landesregierung
3103,04:S407,Ozon,1659742200,13.6676111,48.0008965,420.0,EPSG:31287,1,HMW,104.0,µg/m³,NOCLASS,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung
3104,04:S432,Ozon,1659742200,13.60892,47.97386,485.0,EPSG:31287,1,HMW,105.0,µg/m³,NOCLASS,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,Amt der Oberösterreichischen Landesregierung
3105,04:S406,Ozon,1659742200,14.0366,48.1649,316.0,EPSG:31287,1,HMW,107.0,µg/m³,NOCLASS,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung
3106,01:0001,Ozon,1659742200,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,109.0,µg/m³,NOCLASS,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung
3107,10:ENK1,Ozon,1659742200,13.67085,48.39167,525.0,EPSG:31287,1,HMW,109.0,µg/m³,NOCLASS,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt
3108,04:S404,Ozon,1659742200,14.23755,48.22535,274.0,EPSG:31287,1,HMW,111.0,µg/m³,NOCLASS,Traun Tischlerstraße,Tischlerstrasse Kindergarten,Amt der Oberösterreichischen Landesregierung
3109,06:036,Ozon,1659742200,15.493688888888888,47.06701111111112,473.0,EPSG:31287,1,HMW,117.0,µg/m³,NOCLASS,Graz Lustbühel,Observatorium Schloss Lustbühel,Amt der Steiermärkischen Landesregierung
3110,06:150,Ozon,1659742200,15.360833333333332,47.40555555555555,1610.0,EPSG:31287,1,HMW,118.0,µg/m³,NOCLASS,Rennfeld,Rennfeld-Gipfel,Amt der Steiermärkischen Landesregierung
3111,07:2123,Ozon,1659742200,11.3759972,47.3056222,1958.0,EPSG:31287,1,HMW,118.0,µg/m³,NOCLASS,Innsbruck Nordkette (Seegrube),Grubegg,Amt der Tiroler Landesregierung
3112,10:ZOE2,Ozon,1659742200,14.44095,47.83828,899.0,EPSG:31287,1,HMW,122.0,µg/m³,NOCLASS,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt
3113,06:196,Ozon,1659742200,14.330725,47.040277777777774,1860.0,EPSG:31287,1,HMW,123.0,µg/m³,NOCLASS,Grebenzen bei St. Lambrecht,Grebenzen Gipfel,Amt der Steiermärkischen Landesregierung
3114,10:PIL1,Ozon,1659742200,15.93595,48.7212,315.0,EPSG:31287,1,HMW,125.0,µg/m³,NOCLASS,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt
3115,07:2620,Ozon,1659742200,10.224811,47.133681,2147.0,EPSG:31287,1,HMW,127.0,µg/m³,NOCLASS,St. Anton am Arlberg - Galzig,"Galzig, A1-Gebäude",Amt der Tiroler Landesregierung
3116,06:185,Ozon,1659742200,15.956111,46.7675,415.0,EPSG:31287,1,HMW,128.0,µg/m³,NOCLASS,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",Amt der Steiermärkischen Landesregierung
3117,04:S235,Ozon,1659742200,13.720737,47.815855,1602.0,EPSG:31287,1,HMW,132.0,µg/m³,NOCLASS,Feuerkogel (Höllengebirge),Feuerkogel 3,Amt der Oberösterreichischen Landesregierung
3118,06:156,Ozon,1659742200,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,139.0,µg/m³,NOCLASS,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung
3119,06:156,Stickstoffdioxid,1659742200,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung
3120,04:S108,Stickstoffdioxid,1659742200,14.574722222222,48.53111111,918.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,Amt der Oberösterreichischen Landesregierung
3121,04:S432,Stickstoffdioxid,1659742200,13.60892,47.97386,485.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,Amt der Oberösterreichischen Landesregierung
3122,10:VOR1,Stickstoffdioxid,1659742200,12.972,46.6775,1010.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",Umweltbundesamt
3123,04:S125,Stickstoffdioxid,1659742200,13.632222222222223,47.71611111111111,460.0,EPSG:31287,1,HMW,3.0,µg/m³,1,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),Amt der Oberösterreichischen Landesregierung
3124,06:177,Stickstoffdioxid,1659742200,14.244676,47.565439,649.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Liezen Pyhrnbach,Alte Gasse 12,Amt der Steiermärkischen Landesregierung
3125,07:2912,Stickstoffdioxid,1659742200,12.766025,46.8191111,681.0,EPSG:31287,1,HMW,3.0,µg/m³,1,"Lienz Tristacher-See-Straße, Tiefbrunnen ","Tristacher-See-Straße, Tiefbrunnen",Amt der Tiroler Landesregierung
3126,10:ZOE2,Stickstoffdioxid,1659742200,14.44095,47.83828,899.0,EPSG:31287,2,HMW,3.0,µg/m³,1,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt
3127,01:0007,Stickstoffdioxid,1659742200,16.434389,47.749044,214.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Pöttelsdorf,Berggasse,Amt der Burgenländischen Landesregierung
3128,04:S407,Stickstoffdioxid,1659742200,13.6676111,48.0008965,420.0,EPSG:31287,1,HMW,4.0,µg/m³,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung
3129,06:106,Stickstoffdioxid,1659742200,15.086667,47.06333,445.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",Amt der Steiermärkischen Landesregierung
3130,07:2110,Stickstoffdioxid,1659742200,11.3923611,47.2626194,577.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,Amt der Tiroler Landesregierung
3131,07:2113,Stickstoffdioxid,1659742200,11.3746611,47.2699028,678.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Innsbruck Sadrach,Sadrach - Buttererbichl,Amt der Tiroler Landesregierung
3132,07:2710,Stickstoffdioxid,1659742200,10.7441167,47.4475972,985.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Heiterwang Ort L355,Ennet der Ach,Amt der Tiroler Landesregierung
3133,10:PIL1,Stickstoffdioxid,1659742200,15.93595,48.7212,315.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt
3134,10:ZOE2,Stickstoffdioxid,1659742200,14.44095,47.83828,899.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt
3135,06:118,Stickstoffdioxid,1659742200,14.676666666666666,47.17833333333333,715.0,EPSG:31287,1,HMW,5.0,µg/m³,1,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",Amt der Steiermärkischen Landesregierung
3136,06:197,Stickstoffdioxid,1659742200,15.540555555555557,46.77833333333333,272.0,EPSG:31287,1,HMW,5.0,µg/m³,1,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",Amt der Steiermärkischen Landesregierung
3137,07:2910,Stickstoffdioxid,1659742200,12.765622,46.827732,675.0,EPSG:31287,1,HMW,5.0,µg/m³,1,Lienz Amlacherkreuzung,Amlacher Kreuzung,Amt der Tiroler Landesregierung
3138,10:ENK1,Stickstoffdioxid,1659742200,13.67085,48.39167,525.0,EPSG:31287,1,HMW,5.0,µg/m³,1,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt
3139,06:107,Stickstoffdioxid,1659742200,15.15277777777778,47.04472222222222,390.0,EPSG:31287,1,HMW,6.0,µg/m³,1,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung
3140,06:114,Stickstoffdioxid,1659742200,14.753333,47.1925,675.0,EPSG:31287,1,HMW,6.0,µg/m³,1,Zeltweg Hauptschule,"Feldgasse, Hauptschule",Amt der Steiermärkischen Landesregierung
3141,06:142,Stickstoffdioxid,1659742200,15.0745,47.37555555555556,555.0,EPSG:31287,1,HMW,6.0,µg/m³,1,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),Amt der Steiermärkischen Landesregierung
3142,06:151,Stickstoffdioxid,1659742200,15.495833333333332,46.87138888888889,449.0,EPSG:31287,1,HMW,6.0,µg/m³,1,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",Amt der Steiermärkischen Landesregierung
3143,06:195,Stickstoffdioxid,1659742200,15.212777777777776,46.81388888888888,365.0,EPSG:31287,1,HMW,6.0,µg/m³,1,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",Amt der Steiermärkischen Landesregierung
3144,07:2106,Stickstoffdioxid,1659742200,11.4169445,47.27129,570.0,EPSG:31287,1,HMW,6.0,µg/m³,1,Innsbruck Reichenau - Andechsstraße,Andechstrasse 21,Amt der Tiroler Landesregierung
3145,07:2538,Stickstoffdioxid,1659742200,11.90995,47.458717,602.0,EPSG:31287,1,HMW,6.0,µg/m³,1,Kramsach Angerberg,"Voldöp, Angerberg",Amt der Tiroler Landesregierung
3146,06:119,Stickstoffdioxid,1659742200,14.825277777777778,47.21037,635.0,EPSG:31287,1,HMW,7.0,µg/m³,1,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",Amt der Steiermärkischen Landesregierung
3147,06:191,Stickstoffdioxid,1659742200,15.3232,47.1357,382.0,EPSG:31287,1,HMW,7.0,µg/m³,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung
3148,01:0001,Stickstoffdioxid,1659742200,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,8.0,µg/m³,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung
3149,01:0004,Stickstoffdioxid,1659742200,16.32875,47.77907,254.0,EPSG:31287,1,HMW,8.0,µg/m³,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung
3150,07:2315,Stickstoffdioxid,1659742200,10.7357167,47.2169472,719.0,EPSG:31287,1,HMW,8.0,µg/m³,1,Imst Inntalautobahn A12,"Inntalautobahn A12 km 132,56",Amt der Tiroler Landesregierung
3151,04:S406,Stickstoffdioxid,1659742200,14.0366,48.1649,316.0,EPSG:31287,1,HMW,9.0,µg/m³,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung
3152,06:143,Stickstoffdioxid,1659742200,15.0889,47.3823,543.0,EPSG:31287,1,HMW,9.0,µg/m³,1,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",Amt der Steiermärkischen Landesregierung
3153,04:S404,Stickstoffdioxid,1659742200,14.23755,48.22535,274.0,EPSG:31287,1,HMW,10.0,µg/m³,1,Traun Tischlerstraße,Tischlerstrasse Kindergarten,Amt der Oberösterreichischen Landesregierung
3154,07:2530,Stickstoffdioxid,1659742200,12.066633,47.4885583,508.0,EPSG:31287,1,HMW,10.0,µg/m³,1,Wörgl Stelzhamerstraße,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,Amt der Tiroler Landesregierung
3155,01:0002,Stickstoffdioxid,1659742200,16.207863,47.339926,344.0,EPSG:31287,1,HMW,11.0,µg/m³,1,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",Amt der Burgenländischen Landesregierung
3156,06:138,Stickstoffdioxid,1659742200,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,11.0,µg/m³,1,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung
3157,06:171,Stickstoffdioxid,1659742200,15.46665,47.05952,366.0,EPSG:31287,1,HMW,11.0,µg/m³,1,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",Amt der Steiermärkischen Landesregierung
3158,07:2552,Stickstoffdioxid,1659742200,12.1724111,47.5818083,489.0,EPSG:31287,1,HMW,11.0,µg/m³,1,Kufstein Zentrum Praxmarerstraße,Praxmarerstraße / Josef Egger Straße 5,Amt der Tiroler Landesregierung
3159,04:S416,Stickstoffdioxid,1659742200,14.31479,48.27329,265.0,EPSG:31287,1,HMW,12.0,µg/m³,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung
3160,06:139,Stickstoffdioxid,1659742200,15.404388,47.069443,370.0,EPSG:31287,1,HMW,12.0,µg/m³,1,Graz West - Eggenberg,"Gaswerkstrasse 13, Bez. Eggenberg",Amt der Steiermärkischen Landesregierung
3161,07:2550,Stickstoffdioxid,1659742200,11.958036,47.4689167,507.0,EPSG:31287,1,HMW,12.0,µg/m³,1,Kundl A12 Inntal-Autobahn,"Inntalautobahn A12 km 25,12",Amt der Tiroler Landesregierung
3162,06:180,Stickstoffdioxid,1659742200,15.253333,47.409443,485.0,EPSG:31287,1,HMW,14.0,µg/m³,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung
3163,07:2227,Stickstoffdioxid,1659742200,11.512497,47.27807,558.0,EPSG:31287,1,HMW,14.0,µg/m³,1,Hall in Tirol Untere Lend,Parkplatz beim Sportplatz Untere Lend,Amt der Tiroler Landesregierung
3164,06:145,Stickstoffdioxid,1659742200,15.29032,47.44583333333333,517.0,EPSG:31287,1,HMW,15.0,µg/m³,1,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",Amt der Steiermärkischen Landesregierung
3165,06:172,Stickstoffdioxid,1659742200,15.431945,47.06924,366.0,EPSG:31287,1,HMW,17.0,µg/m³,1,Graz Mitte Gries,Platz der Freiwilligen Schützen,Amt der Steiermärkischen Landesregierung
3166,06:194,Stickstoffdioxid,1659742200,15.673055555555557,47.60472222222222,679.0,EPSG:31287,1,HMW,18.0,µg/m³,1,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",Amt der Steiermärkischen Landesregierung
3167,06:176,Stickstoffdioxid,1659742200,15.270528,47.425667,504.0,EPSG:31287,1,HMW,19.0,µg/m³,1,B116 (Bruck an der Mur),Wiener Straße 77,Amt der Steiermärkischen Landesregierung
3168,06:179,Stickstoffdioxid,1659742200,15.971852,47.28286,349.0,EPSG:31287,1,HMW,19.0,µg/m³,1,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",Amt der Steiermärkischen Landesregierung
3169,06:141,Stickstoffdioxid,1659742200,15.10361111111111,47.35888888888889,554.0,EPSG:31287,1,HMW,21.0,µg/m³,1,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",Amt der Steiermärkischen Landesregierung
